id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
34001,1591430186,The Genesis Race: Our Extraterrestrial DNA and the True Origins of the Species,9781591430186,,,,ES,2003/10/24,Bear  Company,,false,7,34001,159,179,51,3,2003/10/24,The Genesis Race: Our Extraterrestrial DNA and the True Origins of the Species,book,9,20,14,4,4,3.51,264,Paperback,,43,2,Will   Hart,,,,,,76,2,11,"historical,history,non-fiction,philosophy"
34501,055255264X,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",9780552552646,,,,ES,2005/5/5,Corgi Childrens,eng,false,83,34501,83025,238954,55483,1692,2004/4/29,A Hat Full of Sky,book,27201,19709,7236,1068,269,4.31,352,Paperback,,48373,1199,Terry Pratchett,,,,,,17370,130,563,"action,adult,adventure,childrens,comedy,fantasy,fiction,funny,high-fantasy,humor,juvenile,magic,middle-grade,novels,science,science-fiction,science-fiction-fantasy,speculative-fiction,teen,witches,young-adult"
35001,0739307681,The One Minute Salesperson,9780739307687,,,,ES,2003/9/16,Random House Audio,eng,false,28,88183,3212,4921,1301,98,1984/9/28,,book,407,393,351,111,39,3.78,,Audio CD,Abridged,97,12,"Larry Wilson,Spencer Johnson",,,,,,1458,8,60,"business,leadership,non-fiction,personal-development,psychology,reference,self-help"
35501,1890957437,"1,001 Prescription Drugs: Side Effects, Dangerous Combinations, and Natural Healing Alternatives for Seniors",9781890957438,,,,ES,2001/9/1,FC&A Publishing,,false,2,35501,5,0,0,0,2000/8/1,"1,001 Prescription Drugs : Side Effects, Dangerous Combinations and Natural Healing Alternatives for Seniors",,0,0,0,0,0,0.00,390,Paperback,,0,0,,,,,,,4,0,,
36001,0140258183,Journey to Ithaca,9780140258189,,,,ES,1996/1/1,Penguin,,false,5,36001,562,807,256,28,1995/1/1,Journey to Ithaca,book,26,69,97,46,18,3.15,336,Paperback,,234,25,Anita Desai,,,,,,243,5,12,"adult-fiction,family,fiction,historical,history,literature,novels,philosophy"
36501,1587153009,Legends of the Night,9781587153006,,,,ES,2002/3/1,Wildside Press,,false,2,36501,7,0,0,0,2002/3/1,Legends of the Night (Alan Rodgers Books),,0,0,0,0,0,0.00,220,Hardcover,,0,0,Stephen Mark Rainey,,,,,,5,0,,horror
37001,1401359396,The Difference Between You and Me,9781401359393,,,,ES,2004/6/2,Miramax Books,,false,6,37001,219,276,106,18,2003/6/25,The Difference Between You and Me,book,1,20,36,34,15,2.60,352,Paperback,,85,14,Kathleen DeMarco,,,,,,74,9,1,"chick-lit,fiction,novels"
37501,097493447X,A Cats: A Century of Tradition,9780974934471,,,,ES,2006/4/1,Nomad Press (VT),,false,1,37501,4,5,1,0,2006/1/1,A Cats: A Century of Tradition,,1,0,0,0,0,5.00,154,Hardcover,,1,0,"Gary Jobson,Roy Wilkins",,,,,,2,0,,
38001,141693538X,Life Doesn't Begin 5 Pounds from Now,9781416935384,,,,ES,2007/1/9,Gallery Books,,false,1,38001,72,102,30,4,2005/12/27,,,6,10,7,4,3,3.40,208,Paperback,,30,4,Jessica Weiner,,,,,,30,0,1,"health,self-help"
38501,006117758X,Ham on Rye,9780061177583,,,,ES,2014/7/29,Ecco,eng,false,104,38501,131253,296733,71400,2899,1982/9/1,Ham on Rye,book,29047,28244,11090,2233,786,4.16,288,Paperback,,60958,2171,Charles Bukowski,,,,,,48041,157,1698,"adult,adult-fiction,american,americana,autobiography,biography,classics,contemporary,dark,drama,fiction,humor,literary-fiction,literature,memoir,modern,modern-classics,non-fiction,novels,poetry,unfinished,young-adult"
39001,0199205647,"Power, Sex, Suicide: Mitochondria and the Meaning of Life",9780199205646,,,,ES,2006/12/1,"Oxford University Press, USA",eng,false,11,39001,9434,9450,2228,150,2005/1/1,"Power, Sex, Suicide: Mitochondria and the Meaning of Life",book,1104,695,325,71,33,4.24,354,Paperback,,2068,137,Nick Lane,,,,,,6681,46,274,"anthropology,health,history,medical,nature,non-fiction,psychology,school,science"
39501,0060872799,"The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr, #7)",9780060872793,,,,ES,2006/10/31,HarperTorch,en-US,false,31,39501,3445,9043,2324,120,1995/1/1,The Burglar Who Thought He Was Bogart,book,584,1022,617,83,18,3.89,400,Paperback,,2060,95,Lawrence Block,,,,,,494,19,19,"american,comedy,cozy-mystery,crime,detective,fiction,funny,humor,murder-mystery,mystery,mystery-thriller,thriller"
40001,0130983896,A History of the Muslim World to 1405: The Making of a Civilization,9780130983893,,,,ES,2003/11/27,Pearson Prentice Hall,,false,8,40001,239,222,63,2,2003/12/5,A History of the Muslim World to 1405: The Making of a Civilization,book,11,20,25,5,2,3.52,336,Paperback,,61,2,Vernon O. Egger,,,,,,114,0,13,"college,history,medieval,non-fiction,religion,school,textbooks"
40501,0753819562,Once a Warrior King: Memories of an Officer in Vietnam,9780753819562,,,,ES,2005/3/1,Cassell,,false,8,40502,1033,2075,488,30,1985/1/1,Once A Warrior King: Memories of an Officer in Vietnam,book,208,209,60,8,3,4.25,,Paperback,,0,0,David Donovan,,,,,,434,13,28,"american-history,autobiography,biography,biography-memoir,history,leadership,memoir,non-fiction,war"
41001,055338063X,From Bauhaus to Our House,9780553380637,,,,ES,1999/10/5,Bantam,,false,31,41001,5320,10364,2752,227,1981/1/1,From Bauhaus to Our House,book,668,1068,776,184,56,3.77,128,Paperback,,2258,155,Tom Wolfe,,,,,,1871,9,94,"american,anthropology,art,business,classics,college,contemporary,criticism,essays,fiction,funny,history,humor,literature,non-fiction,philosophy,school"
41501,094157606X,Who Killed Cock Robin?: Paintings,9780941576062,,,,ES,,,,false,1,41501,1,0,0,0,1984/1/1,Who killed Cock Robin?,,0,0,0,0,0,0.00,,,,0,0,DeLoss McGraw,,,,,,1,0,,
42001,0755304853,Falling for You,9780755304851,,,,ES,2004/8/16,Headline Review,eng,false,22,42001,11235,21370,5644,217,2003/8/1,Falling for You,book,1466,2069,1651,353,105,3.79,448,Paperback,,4630,139,Jill Mansell,,,,,,1440,46,78,"adult,chick-lit,comedy,contemporary,drama,fiction,funny,humor,modern,romance"
42501,0373161174,Seize The Fire,9780373161171,,,,ES,1985/7/25,Harlequin American Romance,eng,false,1,42501,12,12,3,0,1985/1/1,"Seize The Fire (Harlequin American Romance, No 117)",book,1,1,1,0,0,4.00,249,Paperback,,3,0,Elda Minger,,,,,,6,0,,
43001,0823415732,The Prince of Ireland and the Three Magic Stallions,9780823415731,,,,ES,2003/3/1,Holiday House,,false,1,43001,124,173,44,10,2003/1/1,The Prince of Ireland and the Three Magic Stallions,,11,20,12,1,0,3.93,32,Hardcover,,44,10,Bryce Milligan,Preston McDaniels,,,,,49,8,1,"childrens,fairy-tales,magic,picture-books"
43501,3442420458,"Zerbrechliche Träume (Die Cutler-Saga, #1)",9783442420452,,,,ES,,,ger,false,12,397456,22927,58019,14960,292,1990/11/1,Dawn ,book,5131,4427,4065,1124,213,3.88,349,,,6,0,V.C. Andrews,,,,,,3277,46,95,"abuse,adult,adult-fiction,chick-lit,contemporary,drama,fiction,gothic,horror,mystery,novels,realistic-fiction,romance,suspense,teen,thriller,young-adult"
44001,0312424671,Small Island,9780312424671,,,,ES,2005/4/1,Picador USA,eng,false,57,44001,44399,90558,23090,1428,2004/1/1,Small Island,book,6671,9813,5113,1119,374,3.92,441,Paperback,,19788,1061,Andrea Levy,,,,,,17596,313,624,"adult,adult-fiction,british-literature,classics,contemporary,fiction,historical,historical-fiction,history,literary-fiction,literature,novels,war"
44501,1844251586,"The Cancer Manual: Any Age, Any Time",9781844251582,,,,ES,2004/5/18,,,false,1,44501,3,0,0,0,2004/5/18,The Cancer Manual,,0,0,0,0,0,0.00,,,,0,0,Ian Banks,,,,,,2,0,,
45001,1869847725,The World Guide 20012002: An Alternative Reference To The Countries Of Our Planet.,9781869847722,,,,ES,2001/2/1,Oxfam Pub,,false,2,45001,4,8,2,0,2001/1/1,The World Guide 2001/2002 : An Alternative Reference to the Countries of Our Planet,book,1,0,1,0,0,4.00,628,Paperback,,2,0,,,,,,,2,0,,
45501,9504915167,El Alquimista,9789504915164,,,,ES,2006/1/1,Planeta,,false,525,865,2674825,6621151,1720497,66948,1988/1/1,O Alquimista,book,638503,503298,345496,145756,87444,3.85,195,Paperback,,83,5,Paulo Coelho,,,,,,773488,1849,38249,"adult,adult-fiction,adventure,classics,contemporary,drama,fantasy,fiction,historical-fiction,inspirational,literary-fiction,literature,magical-realism,modern-classics,non-fiction,novels,personal-development,philosophy,religion,school,self-help,spirituality,travel,unfinished,young-adult"
46001,347825230X,Was Marken Unschlagbar Macht: 10 Goldene Regeln Für Exzellentes Brand Management,9783478252300,,,,ES,,,,false,1,46001,2,4,1,0,2002/1/1,Was Marken unschlagbar macht. 10 goldene Regeln für exzellentes Brand Marketing.,,0,1,0,0,0,4.00,,,,1,0,David F. DAlessandro,,,,,,1,0,,
46501,0874042496,Sacred Violence,9780874042498,,,,ES,2002/1/1,Texas Western Press,,false,4,46504,58,129,34,0,1995/7/1,Sacred Violence: A Reader's Companion to Cormac McCarthy,book,7,16,8,3,0,3.79,2,Unknown Binding,,1,0,Rick Wallach,,Wade H. Hall,,,,22,0,,
47001,0754074110,The Devil And Miss Prym,9780754074113,,,,ES,2002/10/1,Chivers ,eng,false,195,4008,90043,196473,54550,2690,2000/1/1,O Demônio e a Srta. Prym,book,11746,18335,17158,5618,1693,3.60,,Hardcover,Large Edition,117,13,Paulo Coelho,,,,,,21495,174,1203,"adult,adult-fiction,classics,contemporary,drama,fantasy,fiction,inspirational,literary-fiction,literature,magical-realism,modern,mystery,novels,philosophy,psychology,religion,romance,spirituality,unfinished"
47501,0903683075,Murder And Capital Punishment In England And Wales,9780903683074,,,,ES,,,,false,1,47501,1,0,0,0,1974/1/1,Murder and capital punishment in England and Wales,,0,0,0,0,0,0.00,,,,0,0,National Campaign for the Abolition of Capital Punishment,,,,,,1,0,,
48001,0816150613,"A Thief of Time (Navajo Mysteries, #8)",9780816150618,,,,ES,1990/12/1,G. K. Hall & Company,eng,false,41,425098,14531,42311,10414,430,1988/6/1,"A Thief Of Time (Navajo Mysteries, Book 8)",book,3364,4648,2138,221,43,4.06,,Paperback,Large Print,2,0,Tony Hillerman,,,,,,1625,21,404,"adult,adult-fiction,american,contemporary,crime,detective,fiction,historical-fiction,murder-mystery,mystery,mystery-thriller,novels,school,suspense,thriller"
48501,1592582745,Serial Killer Investigations,9781592582747,,,,ES,2007/6/1,Hylas Publishing,en-GB,false,8,48501,439,462,122,10,1993/1/1,Serial Killer Investigations: The Story of Forensics & Profiling Through the Hunt for the World's Worst Murderers,book,30,50,31,8,3,3.79,,Paperback,,107,10,Colin Wilson,,,,,,278,4,9,"amazon,crime,history,non-fiction,psychology,true-crime"
49001,1565119800,Car Talk: Maternal Combustion: Calls About Moms and Cars,9781565119802,,,,ES,2005/4/7,HighBridge Company,,false,1,49001,19,42,12,4,2005/4/21,Car Talk Maternal Combustion: Calls about Moms and Cars (Car Talk),,1,6,3,2,0,3.50,60,Audio CD,,12,4,"Ray Magliozzi,Tom Magliozzi",,,,,,6,0,,
49501,0375502246,Rise and Shine,9780375502248,,,,ES,2006/9/15,Random House (NY),eng,false,31,49501,16421,36170,11064,1357,2006/1/1,Rise and Shine,book,1053,3277,4718,1627,389,3.27,269,Hardcover,,10004,1245,Anna Quindlen,,,,,,2837,62,181,"adult,adult-fiction,american,chick-lit,contemporary,drama,family,fiction,literary-fiction,literature,novels,relationships,romance"
50001,0345465296,The Complete Guide to Middle-Earth,9780345465290,,,,ES,2003/9/30,Del Rey,,false,23,50001,18576,46299,11112,76,1974/7/12,The Complete Guide to Middle-Earth,book,5446,2945,2060,448,213,4.17,592,Hardcover,,10399,43,Robert Foster,,,,,,6840,29,35,"adventure,canon,classics,epic-fantasy,fantasy,fiction,high-fantasy,history,literature,non-fiction,reference,science-fiction,science-fiction-fantasy,young-adult"
50501,,Charles Baudelaire: Ein Lyriker im Zeitalter des Hochkapitalismus,9783518276471,,,,ES,1974/2/12,Suhrkamp,ger,false,16,1179054,416,586,136,9,1969/1/1,Charles Baudelaire. Ein Lyriker im Zeitalter des Hochkapitalismus,book,66,49,19,1,1,4.31,194,Paperback,Wissenschaft 47,7,1,Walter Benjamin,,,,,,209,6,11,"academic,art,biography,classics,film,france,history,literature,non-fiction,philosophy,poetry"
51001,0892765011,What to Do When Faith Seems Weak and Victory Lost,9780892765010,,,,ES,1979/1/1,,,false,1,51001,150,175,40,6,1979/1/1,What to Do When Faith Seems Weak and Victory Lost,,25,7,7,0,1,4.38,128,Paperback,,40,6,Kennth E. Hagin,,,,,,89,1,11,"adult,christian,epic,inspirational,non-fiction"
51501,0393974650,Strange Case of Dr. Jekyll and Mr. Hyde,9780393974652,,,,ES,2003/1/7,W. W. Norton & Company,eng,false,21,51496,550927,1195495,314432,10254,1886/1/5,Strange Case of Dr Jekyll and Mr Hyde,book,78834,121597,90878,19180,3943,3.80,240,Paperback,Norton Critical Edition,801,74,Robert Louis Stevenson,,,Katherine B. Linehan,,,175576,1517,5309,"adult,adult-fiction,british-literature,classic-literature,classics,crime,dark,english-literature,fantasy,fiction,gothic,high-school,historical,historical-fiction,horror,literary-fiction,literature,mystery,mystery-thriller,novella,novels,paranormal,psychology,school,science-fiction,short-stories,supernatural,suspense,thriller,victorian"
52001,0226254666,Sartre and Marxist Existentialism: The Test Case of Collective Responsibility,9780226254661,,,,ES,1986/10/15,University of Chicago Press,,false,2,52001,25,6,2,0,1984/2/1,Sartre and Marxist Existentialism: The Test Case of Collective Responsibility,,0,0,2,0,0,3.00,280,Paperback,,2,0,Thomas R. Flynn,,,,,,19,1,1,
52501,0876055803,Dog of Your Own,9780876055809,,,,ES,,,,false,1,52501,1,0,0,0,1996/1/1,A Dog of Your Own: How Young Tom Found the Dog of His Dreams,,0,0,0,0,0,0.00,,,,0,0,Bob Adams Publishers,,,,,,1,0,,
53001,2070263290,Querelle de Brest,9782070263295,,,,ES,1981/1/1,Gallimard,fre,false,54,53007,4235,7346,1868,94,1947/1/1,Querelle de Brest,book,614,683,438,97,36,3.93,249,,,34,3,Jean Genet,,,,,,1936,6,66,"adult-fiction,canon,classic-literature,classics,crime,erotica,fiction,france,gay,international,lgbt,literary-fiction,literature,modern-classics,novels,plays,queer,unfinished"
53501,1401065384,The Talisman's Legacy,9781401065386,,,,ES,2003/2/1,Xlibris Corporation,,false,2,53501,6,10,2,0,2003/1/1,Talismans Legacy: An Historical Lovestory,,2,0,0,0,0,5.00,460,Hardcover,,2,0,Elizabeth Smith,,,,,,3,0,,
54001,9509603236,Rayuela Diplomatica,9789509603233,,,,ES,,,,false,1,54001,2,3,1,0,1999/1/1,Rayuela Diplomatica,,0,0,1,0,0,3.00,,,,1,0,Albino Gomez,,,,,,1,0,,
54501,0786716061,The Man in the Iron Mask: The Mystery Solved,9780786716067,,,,ES,2005/11/15,Da Capo Press,,false,6,54501,144,224,57,13,2005/11/15,The Man in the Iron Mask,,21,19,11,4,2,3.93,288,Hardcover,,47,8,Roger Macdonald,,,,,,63,3,2,"biography,fiction,france,historical,history,non-fiction"
55001,0815303548,The Garland Companion to Vladimir Nabokov,9780815303541,,,,ES,1995/1/1,Routledge,,false,8,55001,37,31,7,2,1995/1/1,The Garland Companion to Vladimir Nabokov (Garland Reference Library of the Humanities),book,4,2,1,0,0,4.43,848,Hardcover,,7,2,,,,Vladimir E. Alexandrov,,,24,1,1,"american,criticism,non-fiction,reference"
55501,1556114710,Women's Sexual Health,9781556114717,,,,ES,1995/10/1,Plume,,false,1,55501,4,4,1,1,1995/1/1,Women's Sexual Health,book,0,1,0,0,0,4.00,256,Paperback,,1,1,"Linda   Robinson,Ruth Steinberg",,,,,,2,0,,"feminism,health"
56001,0884320286,A Dialogue on the Control of Human Behavior,9780884320289,,,,ES,,,,false,3,1181941,95,64,15,2,1975/1/1,A Dialog on the Control of Human Behavior,,5,9,1,0,0,4.27,,,,0,0,B.F. Skinner,,,,,,71,0,,psychology
56501,0688123163,Raving Fans: A Revolutionary Approach to Customer Service,9780688123161,,,,ES,1993/5/19,William Morrow,en-US,false,15,56501,12751,27382,7014,331,1992/5/19,Raving Fans: A Revolutionary Approach to Customer Service,book,2420,2340,1599,470,185,3.90,137,Hardcover,,6822,316,"Kenneth H. Blanchard,Sheldon Bowles",,,,,,4665,27,118,"adult,business,education,fiction,inspirational,leadership,non-fiction,personal-development,reference,self-help"
57001,0312228287,The Cultural Construction of Politics in Asia,9780312228286,,,,ES,2000/4/22,Palgrave MacMillan,,false,2,57001,5,11,3,0,2000/1/1,The Cultural Construction of Politics in Asia,,0,2,1,0,0,3.67,263,Hardcover,,3,0,,,,Hans Antlöv,,,3,0,,politics
57501,1844711072,The Roads,9781844711079,,,,ES,2004/12/1,Salt Publishing,,false,1,57501,2,0,0,0,2004/1/1,The Roads (Salt Modern Poets),,0,0,0,0,0,0.00,144,Paperback,,0,0,David Kennedy,,,,,,1,0,,
58001,8433910523,Los Misterios de la ópera,9788433910523,,,,ES,,,spa,false,1,58001,7,15,5,0,1997/6/1,Los Misterios de la ópera,book,1,0,2,2,0,3.00,,,Narrativas hispánicas,5,0,Javier Tomeo,,,,,,2,0,,
58501,0312338325,"Under the Wire: The World War II Adventures of a Legendary Escape Artist and ""Cooler King""",9780312338329,,,,ES,2005/10/1,St. Martin's Press,,false,9,17085615,688,1203,276,24,2005/1/1,Under the Wire,book,151,87,27,8,3,4.36,352,Hardcover,,13,0,"Brendan Foley,William Ash",,,,,,356,5,10,"american,american-history,autobiography,biography,biography-memoir,contemporary,european-literature,historical,history,memoir,non-fiction,survival,war"
59001,1589974492,"Saving Levi: Left to Die, Destined to Live",9781589974494,,,,ES,2007/1/1,Focus on the Family Publishing,,false,1,59001,407,669,165,27,2006/12/18,Saving Levi: Left to Die . . . Destined to Live (Focus on the Family),,66,51,40,7,1,4.05,140,Paperback,,165,27,Lisa Misraje Bentley,,,,,,206,7,5,"adult,biography,christian,contemporary,non-fiction"
59501,958301172X,Cajón de cuentos,9789583011726,,,,ES,2004/4/1,Panamericana Editorial,spa,false,2,59501,34,72,18,0,1977/1/1,Cuentos de Alejo Carpentier,book,8,4,4,2,0,4.00,96,Hardcover,,16,0,Alejo Carpentier,,,,,,12,0,,
60001,0964479648,"Battle Strategies (Learn to Play Go, #4)",9780964479647,,,,ES,,,,false,2,60001,244,435,108,16,1997/9/1,Learn to Play Go Series Volume IV (Battle Strategies),book,36,41,29,2,0,4.03,,,,102,16,Janice Kim,,,,,,83,3,8,"non-fiction,reference"
60501,1568860617,"The Essential Akutagawa: Rashomon, Hell Screen, Cogwheels, a Fool's Life and Other Short Fiction",9781568860619,,,,ES,1999/6/1,Marsilio Publishers,eng,false,119,672376,8078,14905,3699,386,1915/1/1,,book,1228,1542,765,138,26,4.03,207,Paperback,,173,15,Ryūnosuke Akutagawa,,,Seiji M. Lippit,,,3182,31,250,"anthologies,classic-literature,classics,collections,cultural,fantasy,fiction,historical,historical-fiction,history,horror,literary-fiction,literature,modern-classics,mystery,mythology,novels,philosophy,short-stories"
61001,,Anarchism: A Collection of Revolutionary Writings,9780486419558,,,,ES,2002/1/4,Dover Publications,,false,7,61001,2955,2782,661,20,1987/1/1,Anarchism: A Collection of Revolutionary Writings,book,296,239,100,20,6,4.21,307,Paperback,,641,19,Pyotr Kropotkin,,,,,,2120,19,38,"classics,economics,essays,history,non-fiction,philosophy,politics,reference,sociology"
61501,8420727520,Tres sombreros de copa,9788420727523,,,,ES,2005/6/30,Anaya,spa,false,19,2341676,3039,7408,2165,64,1932/1/1,Tres sombreros de copa,book,350,683,754,286,92,3.42,,,Biblioteca Didactica Anaya,35,2,Miguel Mihura,,,,,,293,13,9,"class,classics,comedy,drama,fiction,high-school,humor,plays,school,theatre"
62001,0380755661,Visual Guide to Castle Amber,9780380755660,,,,ES,1988/10/1,Avon Books,eng,false,2,62001,985,2328,653,23,1988/1/1,Roger Zelazny's Visual Guide to Castle Amber ,book,150,191,217,68,27,3.57,218,Paperback,,633,22,"Neil Randall,Roger Zelazny",,,,,,200,5,1,"adult,art,biography,epic-fantasy,fantasy,fiction,non-fiction,novels,reference,science-fiction,science-fiction-fantasy"
